Site identification,Year,Transect,Quadrat,Species Common Name,Count
4,2003,26.7,7.1,Littleneck Clam,4
4,2003,26.7,7.1,Manila Clam,7
4,2003,26.7,7.1,Varnish Clam,0
4,2003,26.7,20.4,Butter Clam,0
4,2003,26.7,20.4,Littleneck Clam,0
4,2003,26.7,20.4,Manila Clam,0
4,2003,26.7,20.4,Varnish Clam,0
4,2003,38.3,-27.9,Butter Clam,2
4,2003,38.3,-27.9,Littleneck Clam,0
4,2003,38.3,-27.9,Manila Clam,4
4,2003,38.3,-27.9,Varnish Clam,0
4,2003,38.3,-3.9,Butter Clam,12
4,2003,38.3,-3.9,Littleneck Clam,0
4,2003,38.3,-3.9,Manila Clam,0
4,2003,38.3,-3.9,Varnish Clam,0
4,2003,38.3,9.5,Butter Clam,0
4,2003,38.3,9.5,Littleneck Clam,0
4,2003,38.3,9.5,Manila Clam,0
4,2003,38.3,9.5,Varnish Clam,0
5,2003,13.4,-35.4,Butter Clam,0
5,2003,13.4,-35.4,Littleneck Clam,0
5,2003,13.4,-35.4,Manila Clam,4
5,2003,13.4,-35.4,Varnish Clam,0
5,2003,13.4,-5.6,Butter Clam,0
5,2003,13.4,-5.6,Littleneck Clam,0
5,2003,13.4,-5.6,Manila Clam,3
5,2003,13.4,-5.6,Varnish Clam,0
5,2003,13.4,7.18,Butter Clam,0
5,2003,13.4,7.18,Littleneck Clam,0
5,2003,13.4,7.18,Manila Clam,3
5,2003,13.4,7.18,Varnish Clam,0
5,2003,15,-3.85,Butter Clam,0
5,2003,15,-3.85,Littleneck Clam,0
5,2003,15,-3.85,Manila Clam,23
5,2003,15,-3.85,Varnish Clam,0
5,2003,15,8.78,Butter Clam,0
5,2003,15,8.78,Littleneck Clam,1
5,2003,15,8.78,Manila Clam,2
5,2003,15,8.78,Varnish Clam,0
5,2003,15,40.8,Butter Clam,1
5,2003,15,40.8,Littleneck Clam,0
5,2003,15,40.8,Manila Clam,0
5,2003,15,40.8,Varnish Clam,0
5,2003,18.3,-23.1,Butter Clam,0
5,2003,18.3,-23.1,Littleneck Clam,30
5,2003,18.3,-23.1,Manila Clam,7
5,2003,18.3,-23.1,Varnish Clam,0
5,2003,18.3,0.61,Butter Clam,0
5,2003,18.3,0.61,Littleneck Clam,0
5,2003,18.3,0.61,Manila Clam,5
5,2003,18.3,0.61,Varnish Clam,0
5,2003,18.3,6.14,Butter Clam,0
5,2003,18.3,6.14,Littleneck Clam,0
5,2003,18.3,6.14,Manila Clam,0
5,2003,18.3,6.14,Varnish Clam,0
5,2003,25.8,-33.1,Butter Clam,0
5,2003,25.8,-33.1,Littleneck Clam,0
5,2003,25.8,-33.1,Manila Clam,27
5,2003,25.8,-33.1,Varnish Clam,0
5,2003,25.8,8.63,Butter Clam,0
5,2003,25.8,8.63,Littleneck Clam,0
5,2003,25.8,8.63,Manila Clam,124
5,2003,25.8,8.63,Varnish Clam,0
5,2003,25.8,12.6,Butter Clam,0
5,2003,25.8,12.6,Littleneck Clam,0
5,2003,25.8,12.6,Manila Clam,35
5,2003,25.8,12.6,Varnish Clam,0
5,2003,41.3,-15.3,Butter Clam,0
5,2003,41.3,-15.3,Littleneck Clam,0
5,2003,41.3,-15.3,Manila Clam,123
5,2003,41.3,-15.3,Varnish Clam,0
5,2003,41.3,9.1,Butter Clam,0
5,2003,41.3,9.1,Littleneck Clam,0
5,2003,41.3,9.1,Manila Clam,104
5,2003,41.3,9.1,Varnish Clam,0
5,2003,41.3,23.1,Butter Clam,0
5,2003,41.3,23.1,Littleneck Clam,6
5,2003,41.3,23.1,Manila Clam,3
5,2003,41.3,23.1,Varnish Clam,0
6,2003,5.2,-11.3,Butter Clam,0
6,2003,5.2,-11.3,Littleneck Clam,0
6,2003,5.2,-11.3,Manila Clam,0
6,2003,5.2,-11.3,Varnish Clam,0
6,2003,5.2,4.3,Butter Clam,0
6,2003,5.2,4.3,Littleneck Clam,2
6,2003,5.2,4.3,Manila Clam,7
6,2003,5.2,4.3,Varnish Clam,0
6,2003,5.2,26.7,Butter Clam,0
6,2003,5.2,26.7,Littleneck Clam,0
6,2003,5.2,26.7,Manila Clam,0
6,2003,5.2,26.7,Varnish Clam,0
6,2003,11.3,-8.7,Butter Clam,28
6,2003,11.3,-8.7,Littleneck Clam,61
6,2003,11.3,-8.7,Manila Clam,13
6,2003,11.3,-8.7,Varnish Clam,0
6,2003,11.3,2.8,Butter Clam,2
6,2003,11.3,2.8,Littleneck Clam,27
6,2003,11.3,2.8,Manila Clam,6
6,2003,11.3,2.8,Varnish Clam,0
6,2003,11.3,22.1,Butter Clam,0
6,2003,11.3,22.1,Littleneck Clam,0
6,2003,11.3,22.1,Manila Clam,8
6,2003,11.3,22.1,Varnish Clam,0
6,2003,16,-9,Butter Clam,11
6,2003,16,-9,Littleneck Clam,24
6,2003,16,-9,Manila Clam,7
6,2003,16,-9,Varnish Clam,0
6,2003,16,1,Butter Clam,0
6,2003,16,1,Manila Clam,0
6,2003,16,1,Littleneck Clam,0
6,2003,16,1,Varnish Clam,0
6,2003,16,15.3,Butter Clam,0
6,2003,16,15.3,Littleneck Clam,59
6,2003,16,15.3,Manila Clam,14
6,2003,16,15.3,Varnish Clam,0
6,2003,27.3,-5.4,Butter Clam,17
6,2003,27.3,-5.4,Littleneck Clam,23
6,2003,27.3,-5.4,Manila Clam,33
6,2003,27.3,-5.4,Varnish Clam,0
6,2003,27.3,7.4,Butter Clam,0
6,2003,27.3,7.4,Littleneck Clam,9
6,2003,27.3,7.4,Manila Clam,13
6,2003,27.3,7.4,Varnish Clam,0
6,2003,27.3,14.2,Butter Clam,0
6,2003,27.3,14.2,Littleneck Clam,3
6,2003,27.3,14.2,Manila Clam,19
6,2003,27.3,14.2,Varnish Clam,0
6,2003,36,-6.1,Butter Clam,6
6,2003,36,-6.1,Littleneck Clam,36
6,2003,36,-6.1,Manila Clam,45
6,2003,36,-6.1,Varnish Clam,0
6,2003,36,4.6,Butter Clam,0
6,2003,36,4.6,Littleneck Clam,13
6,2003,36,4.6,Manila Clam,33
6,2003,36,4.6,Varnish Clam,0
6,2003,36,24.8,Butter Clam,1
6,2003,36,24.8,Littleneck Clam,7
6,2003,36,24.8,Manila Clam,9
6,2003,36,24.8,Varnish Clam,0
7,2003,8.9,-27,Butter Clam,4
7,2003,8.9,-27,Littleneck Clam,0
7,2003,8.9,-27,Manila Clam,1
7,2003,8.9,-27,Varnish Clam,0
7,2003,8.9,-9.5,Butter Clam,2
7,2003,8.9,-9.5,Littleneck Clam,0
7,2003,8.9,-9.5,Manila Clam,0
7,2003,8.9,-9.5,Varnish Clam,0
7,2003,8.9,23.2,Butter Clam,0
7,2003,8.9,23.2,Littleneck Clam,0
7,2003,8.9,23.2,Manila Clam,0
7,2003,8.9,23.2,Varnish Clam,0
7,2003,13.4,-16.3,Butter Clam,0
7,2003,13.4,-16.3,Littleneck Clam,0
7,2003,13.4,-16.3,Manila Clam,0
7,2003,13.4,-16.3,Varnish Clam,0
7,2003,13.4,-1.7,Butter Clam,0
7,2003,13.4,-1.7,Littleneck Clam,0
7,2003,13.4,-1.7,Manila Clam,0
7,2003,13.4,-1.7,Varnish Clam,0
7,2003,13.4,8.6,Butter Clam,0
7,2003,13.4,8.6,Littleneck Clam,0
7,2003,13.4,8.6,Manila Clam,0
7,2003,13.4,8.6,Varnish Clam,0
7,2003,24.2,-9.2,Butter Clam,2
7,2003,24.2,-9.2,Littleneck Clam,0
7,2003,24.2,-9.2,Manila Clam,0
7,2003,24.2,-9.2,Varnish Clam,0
7,2003,24.2,-3.5,Butter Clam,0
7,2003,24.2,-3.5,Littleneck Clam,0
7,2003,24.2,-3.5,Manila Clam,0
7,2003,24.2,-3.5,Varnish Clam,0
7,2003,24.2,7.2,Butter Clam,0
7,2003,24.2,7.2,Littleneck Clam,0
7,2003,24.2,7.2,Manila Clam,0
7,2003,24.2,7.2,Varnish Clam,0
7,2003,34.5,-12.7,Butter Clam,1
7,2003,34.5,-12.7,Littleneck Clam,0
7,2003,34.5,-12.7,Manila Clam,0
7,2003,34.5,-12.7,Varnish Clam,0
7,2003,34.5,2.8,Butter Clam,0
7,2003,34.5,2.8,Littleneck Clam,0
7,2003,34.5,2.8,Manila Clam,0
7,2003,34.5,2.8,Varnish Clam,0
7,2003,34.5,7.5,Butter Clam,0
7,2003,34.5,7.5,Littleneck Clam,0
7,2003,34.5,7.5,Manila Clam,0
7,2003,34.5,7.5,Varnish Clam,0
7,2003,46.6,-8.5,Butter Clam,0
7,2003,46.6,-8.5,Littleneck Clam,0
7,2003,46.6,-8.5,Manila Clam,0
7,2003,46.6,-8.5,Varnish Clam,0
7,2003,46.6,-0.6,Butter Clam,12
7,2003,46.6,-0.6,Littleneck Clam,2
7,2003,46.6,-0.6,Manila Clam,2
7,2003,46.6,-0.6,Varnish Clam,0
7,2003,46.6,5.6,Butter Clam,0
7,2003,46.6,5.6,Littleneck Clam,0
7,2003,46.6,5.6,Manila Clam,0
7,2003,46.6,5.6,Varnish Clam,0
4,2004,5.4,-23.3,Butter Clam,0
4,2004,5.4,-23.3,Littleneck Clam,11
4,2004,5.4,-23.3,Manila Clam,0
4,2004,5.4,-23.3,Varnish Clam,0
4,2004,5.4,-11.4,Butter Clam,1
4,2004,5.4,-11.4,Littleneck Clam,3
4,2004,5.4,-11.4,Manila Clam,0
4,2004,5.4,-11.4,Varnish Clam,0
4,2004,5.4,0.2,Butter Clam,1
4,2004,5.4,0.2,Littleneck Clam,9
4,2004,5.4,0.2,Manila Clam,1
4,2004,5.4,0.2,Varnish Clam,0
4,2004,9.1,-20,Butter Clam,2
4,2004,9.1,-20,Littleneck Clam,24
4,2004,9.1,-20,Manila Clam,0
4,2004,9.1,-20,Varnish Clam,0
4,2004,9.2,-4.5,Butter Clam,5
4,2004,9.1,-4.5,Littleneck Clam,3
4,2004,9.1,-4.5,Manila Clam,0
4,2004,9.1,-4.5,Varnish Clam,0
4,2004,9.1,15.3,Butter Clam,0
4,2004,9.1,15.3,Littleneck Clam,0
4,2004,9.1,15.3,Manila Clam,0
4,2004,9.1,15.3,Varnish Clam,0
4,2004,15.3,-17.6,Butter Clam,0
4,2004,15.3,-17.6,Littleneck Clam,13
4,2004,15.3,-17.6,Manila Clam,0
4,2004,15.3,-17.6,Varnish Clam,0
4,2004,15.3,-9.8,Butter Clam,5
4,2004,15.3,-9.8,Littleneck Clam,7
4,2004,15.3,-9.8,Manila Clam,0
4,2004,15.3,-9.8,Varnish Clam,0
4,2004,15.3,3.9,Butter Clam,0
4,2004,15.3,3.9,Littleneck Clam,23
4,2004,15.3,3.9,Manila Clam,2
4,2004,15.3,3.9,Varnish Clam,0
4,2004,29.1,-16.4,Butter Clam,4
4,2004,29.1,-16.4,Littleneck Clam,16
4,2004,29.1,-16.4,Manila Clam,0
4,2004,29.1,-16.4,Varnish Clam,0
4,2004,29.1,3.9,Butter Clam,0
4,2004,29.1,3.9,Littleneck Clam,8
4,2004,29.1,3.9,Manila Clam,3
4,2004,29.1,3.9,Varnish Clam,0
4,2004,29.1,22.4,Butter Clam,0
4,2004,29.1,22.4,Littleneck Clam,0
4,2004,29.1,22.4,Manila Clam,0
4,2004,29.1,22.4,Varnish Clam,0
4,2004,35.4,-26.4,Butter Clam,0
4,2004,35.4,-26.4,Littleneck Clam,8
4,2004,35.4,-26.4,Manila Clam,0
4,2004,35.4,-26.4,Varnish Clam,0
4,2004,35.4,-14,Butter Clam,18
4,2004,35.4,-14,Littleneck Clam,5
4,2004,35.4,-14,Manila Clam,0
4,2004,35.4,-14,Varnish Clam,0
4,2004,35.4,5.9,Butter Clam,0
4,2004,35.4,5.9,Littleneck Clam,1
4,2004,35.4,5.9,Manila Clam,0
4,2004,35.4,5.9,Varnish Clam,0
5,2004,7.8,-26.1,Butter Clam,0
5,2004,7.8,-26.1,Littleneck Clam,0
5,2004,7.8,-26.1,Manila Clam,0
5,2004,7.8,-26.1,Varnish Clam,0
5,2004,7.8,-18.3,Butter Clam,0
5,2004,7.8,-18.3,Littleneck Clam,0
5,2004,7.8,-18.3,Manila Clam,0
5,2004,7.8,-18.3,Varnish Clam,0
5,2004,7.8,5.6,Butter Clam,0
5,2004,7.8,5.6,Littleneck Clam,0
5,2004,7.8,5.6,Manila Clam,0
5,2004,7.8,5.6,Varnish Clam,0
5,2004,13.4,-24.9,Butter Clam,0
5,2004,13.4,-24.9,Littleneck Clam,0
5,2004,13.4,-24.9,Manila Clam,0
5,2004,13.4,-24.9,Varnish Clam,0
5,2004,13.4,-2.1,Butter Clam,0
5,2004,13.4,-2.1,Littleneck Clam,27
5,2004,13.4,-2.1,Manila Clam,10
5,2004,13.4,-2.1,Varnish Clam,0
5,2004,13.4,16.8,Butter Clam,0
5,2004,13.4,16.8,Littleneck Clam,0
5,2004,13.4,16.8,Manila Clam,0
5,2004,13.4,16.8,Varnish Clam,0
5,2004,22.6,-31.4,Butter Clam,0
5,2004,22.6,-31.4,Littleneck Clam,2
5,2004,22.6,-31.4,Manila Clam,10
5,2004,22.6,-31.4,Varnish Clam,0
5,2004,22.6,-0.1,Butter Clam,0
5,2004,22.6,-0.1,Littleneck Clam,2
5,2004,22.6,-0.1,Manila Clam,18
5,2004,22.6,-0.1,Varnish Clam,0
5,2004,22.6,5.7,Butter Clam,0
5,2004,22.6,5.7,Littleneck Clam,2
5,2004,22.6,5.7,Manila Clam,14
5,2004,22.6,5.7,Varnish Clam,0
5,2004,35.1,-28.3,Butter Clam,5
5,2004,35.1,-28.3,Littleneck Clam,14
5,2004,35.1,-28.3,Manila Clam,41
5,2004,35.1,-28.3,Varnish Clam,0
5,2004,35.1,-9,Butter Clam,0
5,2004,35.1,-9,Littleneck Clam,0
5,2004,35.1,-9,Manila Clam,44
5,2004,35.1,-9,Varnish Clam,0
5,2004,35.1,-3.2,Butter Clam,0
5,2004,35.1,-3.2,Littleneck Clam,0
5,2004,35.1,-3.2,Manila Clam,27
5,2004,35.1,-3.2,Varnish Clam,0
5,2004,48.7,-33.8,Butter Clam,0
5,2004,48.7,-33.8,Littleneck Clam,32
5,2004,48.7,-33.8,Manila Clam,48
5,2004,48.7,-33.8,Varnish Clam,0
5,2004,48.7,-17.1,Butter Clam,0
5,2004,48.7,-17.1,Littleneck Clam,0
5,2004,48.7,-17.1,Manila Clam,0
5,2004,48.7,-17.1,Varnish Clam,0
5,2004,48.7,6.1,Butter Clam,11
5,2004,48.7,6.1,Littleneck Clam,1
5,2004,48.7,6.1,Manila Clam,22
5,2004,48.7,6.1,Varnish Clam,0
6,2004,8.1,-23.3,Butter Clam,0
6,2004,8.1,-23.3,Littleneck Clam,0
6,2004,8.1,-23.3,Manila Clam,0
6,2004,8.1,-23.3,Varnish Clam,0
6,2004,8.1,-11.4,Butter Clam,4
6,2004,8.1,-11.4,Littleneck Clam,17
6,2004,8.1,-11.4,Manila Clam,0
6,2004,8.1,-11.4,Varnish Clam,0
6,2004,8.1,-4.1,Littleneck Clam,90
6,2004,8.1,-4.1,Manila Clam,0
6,2004,8.1,-4.1,Butter Clam,12
6,2004,8.1,-4.1,Varnish Clam,0
6,2004,12.9,-32.4,Butter Clam,0
6,2004,12.9,-32.4,Littleneck Clam,0
6,2004,12.9,-32.4,Manila Clam,0
6,2004,12.9,-32.4,Varnish Clam,0
6,2004,12.9,-8.5,Butter Clam,60
6,2004,12.9,-8.5,Littleneck Clam,74
6,2004,12.9,-8.5,Manila Clam,1
6,2004,12.9,-8.5,Varnish Clam,0
6,2004,12.9,5,Butter Clam,4
6,2004,12.9,5,Littleneck Clam,54
6,2004,12.9,5,Manila Clam,1
6,2004,12.9,5,Varnish Clam,0
6,2004,15.3,-8.4,Butter Clam,36
6,2004,15.3,-8.4,Littleneck Clam,81
6,2004,15.3,-8.4,Manila Clam,1
6,2004,15.3,-8.4,Varnish Clam,0
6,2004,15.3,2.6,Butter Clam,0
6,2004,15.3,2.6,Littleneck Clam,0
6,2004,15.3,2.6,Manila Clam,0
6,2004,15.3,2.6,Varnish Clam,0
6,2004,15.3,35.5,Butter Clam,0
6,2004,15.3,35.5,Littleneck Clam,0
6,2004,15.3,35.5,Manila Clam,0
6,2004,15.3,35.5,Varnish Clam,0
6,2004,26.3,-8.5,Butter Clam,21
6,2004,26.3,-8.5,Littleneck Clam,17
6,2004,26.3,-8.5,Manila Clam,1
6,2004,26.3,-8.5,Varnish Clam,0
6,2004,26.3,17.1,Butter Clam,4
6,2004,26.3,17.1,Littleneck Clam,65
6,2004,26.3,17.1,Manila Clam,1
6,2004,26.3,17.1,Varnish Clam,0
6,2004,26.3,25.9,Butter Clam,1
6,2004,26.3,25.9,Littleneck Clam,17
6,2004,26.3,25.9,Manila Clam,0
6,2004,26.3,25.9,Varnish Clam,0
6,2004,31.2,-13.4,Butter Clam,42
6,2004,31.2,-13.4,Manila Clam,0
6,2004,31.2,-13.3,Littleneck Clam,22
6,2004,31.2,-13.3,Varnish Clam,0
6,2004,31.2,-3.2,Butter Clam,10
6,2004,31.2,-3.2,Littleneck Clam,12
6,2004,31.2,-3.2,Manila Clam,0
6,2004,31.2,-3.2,Varnish Clam,0
6,2004,31.2,24.2,Manila Clam,11
6,2004,31.2,24.5,Butter Clam,2
6,2004,31.2,24.5,Littleneck Clam,46
6,2004,31.2,24.5,Varnish Clam,0
7,2004,6.5,-15.9,Butter Clam,3
7,2004,6.5,-15.9,Littleneck Clam,0
7,2004,6.5,-15.9,Manila Clam,0
7,2004,6.5,-15.9,Varnish Clam,0
7,2004,6.5,-9.1,Butter Clam,0
7,2004,6.5,-9.1,Littleneck Clam,6
7,2004,6.5,-9.1,Manila Clam,14
7,2004,6.5,-9.1,Varnish Clam,0
7,2004,6.5,1.2,Butter Clam,0
7,2004,6.5,1.2,Littleneck Clam,0
7,2004,6.5,1.2,Manila Clam,0
7,2004,9.8,1.2,Varnish Clam,0
7,2004,9.8,-12.1,Butter Clam,2
7,2004,9.8,-12.1,Littleneck Clam,3
7,2004,9.8,-12.1,Manila Clam,0
7,2004,9.8,-12.1,Varnish Clam,0
7,2004,9.8,-2.3,Butter Clam,0
7,2004,9.8,-2.3,Littleneck Clam,0
7,2004,9.8,-2.3,Manila Clam,0
7,2004,9.8,-2.3,Varnish Clam,0
7,2004,9.8,5.4,Butter Clam,0
7,2004,9.8,5.4,Littleneck Clam,0
7,2004,9.8,5.4,Manila Clam,0
7,2004,9.8,5.4,Varnish Clam,0
7,2004,16.4,-14.8,Butter Clam,0
7,2004,16.4,-14.8,Littleneck Clam,0
7,2004,16.4,-14.8,Manila Clam,0
7,2004,16.4,-14.8,Varnish Clam,0
7,2004,16.4,-4.1,Butter Clam,0
7,2004,16.4,-4.1,Littleneck Clam,0
7,2004,16.4,-4.1,Manila Clam,0
7,2004,16.4,-4.1,Varnish Clam,0
7,2004,16.4,8.3,Butter Clam,0
7,2004,16.4,8.3,Littleneck Clam,0
7,2004,16.4,8.3,Manila Clam,0
7,2004,16.4,8.3,Varnish Clam,0
7,2004,30.1,-21.4,Butter Clam,1
7,2004,30.1,-21.4,Littleneck Clam,0
7,2004,30.1,-21.4,Manila Clam,0
7,2004,30.1,-21.4,Varnish Clam,0
7,2004,30.1,-13,Butter Clam,3
7,2004,30.1,-13,Littleneck Clam,0
7,2004,30.1,-13,Manila Clam,0
7,2004,30.1,-13,Varnish Clam,0
7,2004,30.1,-3.2,Butter Clam,0
7,2004,30.1,-3.2,Littleneck Clam,13
7,2004,30.1,-3.2,Manila Clam,0
7,2004,30.1,-3.2,Varnish Clam,0
7,2004,49.1,-30.2,Butter Clam,2
7,2004,49.1,-30.2,Littleneck Clam,0
7,2004,49.1,-30.2,Manila Clam,0
7,2004,49.1,-30.2,Varnish Clam,0
7,2004,49.1,-19.1,Butter Clam,22
7,2004,49.1,-19.1,Littleneck Clam,0
7,2004,49.1,-19.1,Manila Clam,0
7,2004,49.1,-19.1,Varnish Clam,0
7,2004,49.1,2.9,Butter Clam,0
7,2004,49.1,2.9,Littleneck Clam,1
7,2004,49.1,2.9,Manila Clam,0
7,2004,49.1,2.9,Varnish Clam,0
4,2005,4.3,-11.7,Butter Clam,0
4,2005,4.3,-11.7,Littleneck Clam,0
4,2005,4.3,-11.7,Manila Clam,3
4,2005,4.3,-11.7,Varnish Clam,0
4,2005,4.3,-3.3,Butter Clam,3
4,2005,4.3,-3.3,Littleneck Clam,1
4,2005,4.3,-3.3,Manila Clam,4
4,2005,4.3,-3.3,Varnish Clam,0
4,2005,4.3,19.4,Butter Clam,0
4,2005,4.3,19.4,Littleneck Clam,0
4,2005,4.3,19.4,Manila Clam,0
4,2005,4.3,19.4,Varnish Clam,0
4,2005,7.8,-24.9,Butter Clam,7
4,2005,7.8,-24.9,Littleneck Clam,9
4,2005,7.8,-24.9,Manila Clam,6
4,2005,7.8,-24.9,Varnish Clam,0
4,2005,7.8,-8.7,Butter Clam,10
4,2005,7.8,-8.7,Littleneck Clam,9
4,2005,7.8,-8.7,Manila Clam,0
4,2005,7.8,-8.7,Varnish Clam,0
4,2005,7.8,18.2,Butter Clam,0
4,2005,7.8,18.2,Littleneck Clam,0
4,2005,7.8,18.2,Manila Clam,0
4,2005,7.8,18.2,Varnish Clam,0
4,2005,13.9,2.6,Butter Clam,0
4,2005,13.9,2.6,Littleneck Clam,30
4,2005,13.9,2.6,Manila Clam,18
4,2005,13.9,2.6,Varnish Clam,0
4,2005,13.9,13.7,Butter Clam,1
4,2005,13.9,13.7,Littleneck Clam,40
4,2005,13.9,13.7,Manila Clam,0
4,2005,13.9,13.7,Varnish Clam,0
4,2005,13.9,25.6,Butter Clam,0
4,2005,13.9,25.6,Littleneck Clam,0
4,2005,13.9,25.6,Manila Clam,0
4,2005,13.9,25.6,Varnish Clam,0
4,2005,27.6,5.3,Butter Clam,5
4,2005,27.6,5.3,Littleneck Clam,5
4,2005,27.6,5.3,Manila Clam,5
4,2005,27.6,5.3,Varnish Clam,0
4,2005,27.6,16.8,Butter Clam,0
4,2005,27.6,16.8,Littleneck Clam,0
4,2005,27.6,16.8,Manila Clam,0
4,2005,27.6,16.8,Varnish Clam,0
4,2005,27.6,32.1,Butter Clam,9
4,2005,27.6,32.1,Littleneck Clam,5
4,2005,27.6,32.1,Manila Clam,0
4,2005,27.6,32.1,Varnish Clam,0
4,2005,33.1,-23.3,Butter Clam,2
4,2005,33.1,-23.3,Littleneck Clam,22
4,2005,33.1,-23.3,Manila Clam,0
4,2005,33.1,-23.3,Varnish Clam,0
4,2005,33.1,-9.1,Butter Clam,3
4,2005,33.1,-9.1,Littleneck Clam,8
4,2005,33.1,-9.1,Manila Clam,1
4,2005,33.1,-9.1,Varnish Clam,0
4,2005,33.1,14.4,Butter Clam,0
4,2005,33.1,14.4,Littleneck Clam,0
4,2005,33.1,14.4,Manila Clam,0
4,2005,33.1,14.4,Varnish Clam,0
5,2005,5.8,5.4,Butter Clam,0
5,2005,5.8,5.4,Littleneck Clam,0
5,2005,5.8,5.4,Manila Clam,0
5,2005,5.8,5.4,Varnish Clam,0
5,2005,5.8,8.3,Butter Clam,0
5,2005,5.8,8.3,Littleneck Clam,0
5,2005,5.8,8.3,Manila Clam,0
5,2005,5.8,8.3,Varnish Clam,0
5,2005,5.8,33.5,Butter Clam,0
5,2005,5.8,33.5,Littleneck Clam,0
5,2005,5.8,33.5,Manila Clam,0
5,2005,5.8,33.5,Varnish Clam,0
5,2005,8.2,2.6,Butter Clam,0
5,2005,8.2,2.6,Littleneck Clam,0
5,2005,8.2,2.6,Manila Clam,0
5,2005,8.2,2.6,Varnish Clam,0
5,2005,8.2,7.1,Butter Clam,0
5,2005,8.2,7.1,Littleneck Clam,0
5,2005,8.2,7.1,Manila Clam,0
5,2005,8.2,7.1,Varnish Clam,0
5,2005,8.2,17.5,Butter Clam,0
5,2005,8.2,17.5,Littleneck Clam,0
5,2005,8.2,17.5,Manila Clam,0
5,2005,8.2,17.5,Varnish Clam,0
5,2005,16.3,-24.9,Butter Clam,0
5,2005,16.3,-24.9,Littleneck Clam,0
5,2005,16.3,-24.9,Manila Clam,46
5,2005,16.3,-24.9,Varnish Clam,0
5,2005,16.3,-9.3,Butter Clam,0
5,2005,16.3,-9.3,Littleneck Clam,0
5,2005,16.3,-9.3,Manila Clam,25
5,2005,16.3,-9.3,Varnish Clam,0
5,2005,16.3,6.4,Butter Clam,0
5,2005,16.3,6.4,Littleneck Clam,0
5,2005,16.3,6.4,Manila Clam,3
5,2005,16.3,6.4,Varnish Clam,0
5,2005,29.4,0.5,Butter Clam,0
5,2005,29.4,0.5,Littleneck Clam,0
5,2005,29.4,0.5,Manila Clam,53
5,2005,29.4,0.5,Varnish Clam,0
5,2005,29.4,12.8,Butter Clam,0
5,2005,29.4,12.8,Littleneck Clam,0
5,2005,29.4,12.8,Manila Clam,16
5,2005,29.4,12.8,Varnish Clam,0
5,2005,29.4,15.9,Butter Clam,0
5,2005,29.4,15.9,Littleneck Clam,0
5,2005,29.4,15.9,Manila Clam,41
5,2005,29.4,15.9,Varnish Clam,0
5,2005,38.6,-25.7,Butter Clam,3
5,2005,38.6,-25.7,Littleneck Clam,0
5,2005,38.6,-25.7,Manila Clam,154
5,2005,38.6,-25.7,Varnish Clam,0
5,2005,38.6,-16.7,Butter Clam,0
5,2005,38.6,-16.7,Littleneck Clam,3
5,2005,38.6,-16.7,Manila Clam,3
5,2005,38.6,-16.7,Varnish Clam,0
5,2005,38.6,14.1,Butter Clam,0
5,2005,38.6,14.1,Littleneck Clam,0
5,2005,38.6,14.1,Manila Clam,36
5,2005,38.6,14.1,Varnish Clam,0
6,2005,2,-8.4,Butter Clam,0
6,2005,2,-8.4,Littleneck Clam,42
6,2005,2,-8.4,Manila Clam,0
6,2005,2,-8.4,Varnish Clam,0
6,2005,2,-5.3,Butter Clam,3
6,2005,2,-5.3,Littleneck Clam,42
6,2005,2,-5.3,Manila Clam,0
6,2005,2,-5.3,Varnish Clam,0
6,2005,2,8.3,Butter Clam,0
6,2005,2,8.3,Littleneck Clam,0
6,2005,2,8.3,Manila Clam,0
6,2005,2,8.3,Varnish Clam,0
6,2005,6.3,-5,Butter Clam,5
6,2005,6.3,-5,Littleneck Clam,94
6,2005,6.3,-5,Manila Clam,1
6,2005,6.3,-5,Varnish Clam,0
6,2005,6.3,-0.3,Butter Clam,0
6,2005,6.3,-0.3,Littleneck Clam,74
6,2005,6.3,-0.3,Manila Clam,6
6,2005,6.3,-0.3,Varnish Clam,0
6,2005,6.3,18.8,Butter Clam,0
6,2005,6.3,18.8,Littleneck Clam,2
6,2005,6.3,18.8,Manila Clam,25
6,2005,6.3,18.8,Varnish Clam,0
6,2005,9.2,-8.1,Butter Clam,11
6,2005,9.2,-8.1,Littleneck Clam,98
6,2005,9.2,-8.1,Manila Clam,0
6,2005,9.2,-8.1,Varnish Clam,0
6,2005,9.2,6.7,Butter Clam,1
6,2005,9.2,6.7,Littleneck Clam,3
6,2005,9.2,6.7,Manila Clam,2
6,2005,9.2,6.7,Varnish Clam,0
6,2005,9.2,20.9,Butter Clam,0
6,2005,9.2,20.9,Littleneck Clam,5
6,2005,9.2,20.9,Manila Clam,17
6,2005,9.2,20.9,Varnish Clam,0
6,2005,20.4,-7.6,Butter Clam,11
6,2005,20.4,-7.6,Littleneck Clam,73
6,2005,20.4,-7.6,Manila Clam,9
6,2005,20.4,-7.6,Varnish Clam,0
6,2005,20.4,2.2,Butter Clam,1
6,2005,20.4,2.2,Littleneck Clam,49
6,2005,20.4,2.2,Manila Clam,16
6,2005,20.4,2.2,Varnish Clam,0
6,2005,20.4,29.5,Butter Clam,0
6,2005,20.4,29.5,Littleneck Clam,13
6,2005,20.4,29.5,Manila Clam,30
6,2005,20.4,29.5,Varnish Clam,0
